gene_id	gene_name	est_counts	tpm
ENSG00000223972.5	DDX11L1	0.0	0.0
ENSG00000227232.5	WASH7P	4.84498	0.347683
ENSG00000278267.1	MIR6859-1	0.0	0.0
ENSG00000243485.5	MIR1302-2HG	0.0	0.0
ENSG00000284332.1	MIR1302-2	0.0	0.0
ENSG00000237613.2	FAM138A	0.0	0.0
ENSG00000268020.3	OR4G4P	0.0	0.0
ENSG00000240361.2	OR4G11P	0.0	0.0
ENSG00000186092.6	OR4F5	0.0	0.0
ENSG00000238009.6	AL627309.1	0.0	0.0
ENSG00000239945.1	AL627309.3	0.0	0.0
ENSG00000233750.3	CICP27	26.0528	0.623583
ENSG00000268903.1	AL627309.6	1.67665	0.233135
ENSG00000269981.1	AL627309.7	0.0	0.0
ENSG00000239906.1	AL627309.2	0.0	0.0
ENSG00000241860.6	AL627309.5	0.0	0.0
ENSG00000222623.1	RNU6-1100P	0.0	0.0
ENSG00000241599.1	AL627309.4	0.0	0.0
ENSG00000279928.2	FO538757.1	0.0	0.0
ENSG00000279457.4	WASH9P	61.6309	4.26349
ENSG00000273874.1	MIR6859-2	0.0	0.0
ENSG00000228463.10	AP006222.1	71.06918	7.991541
ENSG00000236679.2	RPL23AP24	0.0	0.0
ENSG00000236601.2	AL732372.1	0.0	0.0
ENSG00000237094.12	AL732372.2	41.784130000000005	8.793813
ENSG00000269732.1	WBP1LP7	0.0	0.0
ENSG00000284733.1	OR4F29	0.0	0.0
ENSG00000233653.3	CICP7	0.0	0.0
ENSG00000250575.1	AL732372.3	0.0	0.0
ENSG00000278757.1	RF00026	0.0	0.0
ENSG00000230021.10	AL669831.3	16.349994889999998	1.70778535
ENSG00000235146.2	AC114498.1	0.0	0.0
ENSG00000225972.1	MTND1P23	14.5509	5.06147
ENSG00000225630.1	MTND2P28	729.078	69.6911
ENSG00000237973.1	MTCO1P12	4.60078	0.285632
ENSG00000278791.1	AC114498.2	0.0	0.0
ENSG00000229344.1	MTCO2P12	1.22086	0.191784
ENSG00000240409.1	MTATP8P1	2.07336	1.79558
ENSG00000248527.1	MTATP6P1	2108.89	331.873
ENSG00000198744.5	MTCO3P12	4.63226	0.957197
ENSG00000268663.1	WBP1LP6	0.0	0.0
ENSG00000284662.1	OR4F16	0.0	0.0
ENSG00000229376.3	CICP3	0.0	0.0
ENSG00000228327.3	AL669831.1	82.6948	1.15782
ENSG00000223181.1	RNU6-1199P	0.0	0.0
ENSG00000229905.1	AL669831.2	0.0	0.0
ENSG00000237491.9	AL669831.5	0.0	0.0
ENSG00000285268.1	AL669831.7	0.0	0.0
ENSG00000230092.7	AL669831.4	6.539097	1.054725
ENSG00000177757.2	FAM87B	0.0	0.0
ENSG00000228794.8	LINC01128	0.0	0.0
ENSG00000225880.5	LINC00115	0.0	0.0
ENSG00000230368.2	FAM41C	0.0	0.0
ENSG00000234711.1	TUBB8P11	1.00516	0.0946486
ENSG00000283040.1	AL669831.6	0.0	0.0
ENSG00000272438.1	AL645608.6	0.0	0.0
ENSG00000230699.2	AL645608.2	0.0	0.0
ENSG00000241180.1	AL645608.4	0.0	0.0
ENSG00000223764.2	LINC02593	0.0	0.0
ENSG00000187634.12	SAMD11	2.22201	0.111927
ENSG00000188976.11	NOC2L	1601.5653599999998	57.474905
ENSG00000187961.14	KLHL17	13.0	0.778943
ENSG00000187583.10	PLEKHN1	0.0	0.0
ENSG00000187642.9	PERM1	0.0	0.0
ENSG00000272512.1	AL645608.7	0.0	0.0
ENSG00000188290.10	HES4	16.999965	1.7185586000000002
ENSG00000187608.9	ISG15	206.00039999999998	34.661249999999995
ENSG00000231702.2	AL645608.3	0.0	0.0
ENSG00000224969.1	AL645608.1	0.0	0.0
ENSG00000188157.15	AGRN	89.99999000000001	1.1703089999999998
ENSG00000242590.1	AL645608.5	0.0	0.0
ENSG00000217801.10	AL390719.1	11.0	2.18143
ENSG00000273443.1	AL645608.8	0.0	0.0
ENSG00000237330.3	RNF223	2.0069	0.0996153
ENSG00000131591.17	C1orf159	76.99998000000001	3.6606699999999996
ENSG00000285812.1	AL390719.3	0.0	0.0
ENSG00000223823.1	LINC01342	0.0	0.0
ENSG00000207730.3	MIR200B	0.0	0.0
ENSG00000207607.3	MIR200A	0.0	0.0
ENSG00000198976.1	MIR429	0.0	0.0
ENSG00000272141.1	AL390719.2	0.0	0.0
ENSG00000205231.1	TTLL10-AS1	0.0	0.0
ENSG00000162571.13	TTLL10	2.11543	0.427183
ENSG00000186891.14	TNFRSF18	19.0	1.74267
ENSG00000186827.11	TNFRSF4	1.0	0.0924872
ENSG00000078808.16	SDF4	609.00023	34.3437885
ENSG00000176022.6	B3GALT6	54.000037999999996	1.77711375
ENSG00000184163.3	C1QTNF12	4.0	0.385689
ENSG00000260179.1	AL162741.1	0.0	0.0
ENSG00000160087.20	UBE2J2	668.60545572181	48.12380902864
ENSG00000230415.1	LINC01786	0.0	0.0
ENSG00000162572.20	SCNN1D	5.0	0.21996
ENSG00000131584.19	ACAP3	57.42399399999999	1.5821895000000001
ENSG00000278073.1	MIR6726	0.0	0.0
ENSG00000169972.12	PUSL1	218.11503000000002	17.629817
ENSG00000127054.20	INTS11	1032.8898216353102	51.061207102899004
ENSG00000283712.1	MIR6727	0.0	0.0
ENSG00000240731.1	AL139287.1	0.0	0.0
ENSG00000224051.7	CPTP	44.99999	1.9808231
ENSG00000169962.5	TAS1R3	6.0	0.158034
ENSG00000107404.20	DVL1	47.0	1.645403
ENSG00000284372.1	MIR6808	0.0	0.0
ENSG00000162576.16	MXRA8	1874.0018	91.31670700000001
ENSG00000175756.13	AURKAIP1	1095.99973	130.644455
ENSG00000223663.2	NDUFB4P8	0.0	0.0
ENSG00000221978.12	CCNL2	954.4245323737133	55.63806208405998
ENSG00000224870.6	MRPL20-AS1	0.0	0.0
ENSG00000242485.6	MRPL20	1386.1163999999997	211.870194
